bldg_name,bldg_type,bldg_owner,zone_id,plot_id,num_smart_meters,pv_size_kw,pv_subsidy,pv_already_installed_size_kW,can_install_pv,minergie,x_coord,y_coord,x_coord_norm,y_coord_norm
B144266,MULTI_RES,Landlord,Z1316,P_42,17,107,33500,0,1,0,682130,245751,1827,65
B144267,MULTI_RES,Firm,Z1308,P_42,13,66,24040,0,1,0,682139,245789,1836,103
B144268,MULTI_RES,Firm,Z1688,P_144,14,95,33900,0,1,0,682125,245820,1822,134
B144420,MULTI_RES,Firm,Z0815,P_681,6,30,11800,0,1,0,680769,247064,466,1378
B144421,MULTI_RES,Firm,Z0815,P_681,8,28,14480,0,1,0,680752,247061,449,1375
B144422,MULTI_RES,Firm,Z0815,P_681,8,29,14940,0,1,0,680734,247057,431,1371
B144423,MULTI_RES,Firm,Z0814,P_681,4,25,13100,0,1,0,680707,247051,404,1365
B144424,MULTI_RES,Landlord,Z0814,P_681,4,24,12640,0,1,0,680691,247048,388,1362
B144425,MULTI_RES,Landlord,Z0814,P_681,2,15,8500,0,1,0,680679,247046,376,1360
B144426,MULTI_RES,Landlord,Z0814,P_681,6,24,12640,0,1,0,680667,247043,364,1357
B144427,MULTI_RES,Landlord,Z0814,P_681,2,24,12640,0,1,0,680652,247040,349,1354
B144428,MULTI_RES,Firm,Z0794,P_681,5,28,14480,0,1,0,680641,247004,338,1318
B144429,MULTI_RES,Firm,Z0794,P_681,4,31,12140,0,1,0,680658,247008,355,1322
B144430,MULTI_RES,Firm,Z0817,P_681,5,33,12820,0,1,0,680750,247025,447,1339
B144431,MULTI_RES,Landlord,Z0816,P_681,5,33,12820,0,1,0,680721,247020,418,1334
B144432,MULTI_RES,Landlord,Z0816,P_681,4,33,12820,0,1,0,680703,247016,400,1330
B144433,MULTI_RES,Firm,Z0794,P_681,4,28,14480,0,1,0,680676,247011,373,1325
B144434,MULTI_RES,Firm,Z0802,P_668,4,39,14860,0,1,0,680680,246980,377,1294
B144435,MULTI_RES,Landlord,Z0801,P_668,6,39,14860,0,1,0,680656,246938,353,1252
B144436,MULTI_RES,Landlord,Z0801,P_668,6,37,14180,0,1,0,680651,246955,348,1269
B144437,MULTI_RES,Landlord,Z0801,P_668,7,39,14860,0,1,0,680646,246973,343,1287
B144438,MULTI_RES,Firm,Z0795,P_668,4,37,14180,0,1,0,680771,246998,468,1312
B144439,MULTI_RES,Firm,Z0804,P_668,4,42,15880,0,1,0,680749,246968,446,1282
B144440,MULTI_RES,Firm,Z0804,P_668,5,42,15880,0,1,0,680742,246990,439,1304
B144441,MULTI_RES,Firm,Z0803,P_668,5,29,14940,0,1,0,680720,246955,417,1269
B144442,MULTI_RES,Landlord,Z0803,P_668,8,34,13160,0,1,0,680716,246971,413,1285
B144443,MULTI_RES,Firm,Z0803,P_668,4,29,14940,0,1,0,680711,246987,408,1301
B144444,MULTI_RES,Landlord,Z0802,P_668,4,38,14520,0,1,0,680690,246946,387,1260
B144445,MULTI_RES,Firm,Z0802,P_668,4,33,12820,0,1,0,680685,246963,382,1277
B144446,MULTI_RES,Firm,Z0796,P_668,4,38,14520,0,1,0,680807,246988,504,1302
B144447,MULTI_RES,Firm,Z0796,P_668,5,38,14520,0,1,0,680801,247006,498,1320
B144448,MULTI_RES,Firm,Z0795,P_668,4,37,14180,0,1,0,680777,246979,474,1293
B144449,MULTI_RES,Landlord,Z0820,P_668,8,34,13160,0,1,0,680864,246963,561,1277
B144450,MULTI_RES,Landlord,Z0790,P_668,4,32,12480,0,1,0,680848,246983,545,1297
B144451,MULTI_RES,Firm,Z0790,P_668,4,33,12820,0,1,0,680834,246996,531,1310
B144452,MULTI_RES,Firm,Z0817,P_681,5,33,12820,0,1,0,680787,247034,484,1348
B144453,MULTI_RES,Firm,Z0817,P_681,4,32,12480,0,1,0,680768,247029,465,1343
B144454,MULTI_RES,Firm,Z0808,P_668,6,34,13160,0,1,0,680759,246937,456,1251
B144455,MULTI_RES,Firm,Z0808,P_668,4,34,13160,0,1,0,680765,246919,462,1233
B144456,MULTI_RES,Firm,Z0807,P_668,4,37,14180,0,1,0,680729,246927,426,1241
B144457,MULTI_RES,Firm,Z0807,P_668,5,37,14180,0,1,0,680736,246909,433,1223
B144458,MULTI_RES,Firm,Z0806,P_668,3,36,13840,0,1,0,680700,246916,397,1230
B144459,MULTI_RES,Firm,Z0806,P_668,4,36,13840,0,1,0,680706,246899,403,1213
B144460,MULTI_RES,Landlord,Z0805,P_668,6,38,14520,0,1,0,680669,246906,366,1220
B144461,MULTI_RES,Landlord,Z0805,P_668,6,37,14180,0,1,0,680675,246888,372,1202
B144462,MULTI_RES,Landlord,Z0820,P_668,5,34,13160,0,1,0,680850,246951,547,1265
B144463,MULTI_RES,Landlord,Z0791,P_379,3,42,15880,0,1,0,680863,246922,560,1236
B144464,MULTI_RES,Firm,Z0810,P_668,4,36,13840,0,1,0,680819,246958,516,1272
B144465,MULTI_RES,Landlord,Z0791,P_379,6,34,13160,0,1,0,680844,246915,541,1229
B144466,MULTI_RES,Firm,Z0810,P_668,5,36,13840,0,1,0,680825,246940,522,1254
B144467,MULTI_RES,Landlord,Z0791,P_379,6,35,13500,0,1,0,680827,246908,524,1222
B144468,MULTI_RES,Firm,Z0809,P_668,5,33,12820,0,1,0,680789,246948,486,1262
B144469,MULTI_RES,Firm,Z0809,P_668,4,33,12820,0,1,0,680795,246930,492,1244
B144470,MULTI_RES,Firm,Z0768,P_379,6,36,13840,0,1,0,680723,246838,420,1152
B144471,MULTI_RES,Firm,Z0768,P_379,6,35,13500,0,1,0,680705,246832,402,1146
B144472,MULTI_RES,Firm,Z0811,P_379,6,34,13160,0,1,0,680690,246860,387,1174
B144473,MULTI_RES,Firm,Z0811,P_379,6,40,15200,0,1,0,680709,246867,406,1181
B144474,MULTI_RES,Firm,Z0811,P_379,5,34,13160,0,1,0,680729,246874,426,1188
B144478,MULTI_RES,Landlord,Z0821,P_379,2,23,12180,0,1,0,680915,246898,612,1212
B144479,MULTI_RES,Landlord,Z0821,P_379,3,23,12180,0,1,0,680902,246895,599,1209
B144480,MULTI_RES,Landlord,Z0821,P_379,3,24,12640,0,1,0,680888,246891,585,1205
B144481,MULTI_RES,Landlord,Z0792,P_379,1,23,12180,0,1,0,680865,246884,562,1198
B144482,MULTI_RES,Landlord,Z0792,P_379,3,23,12180,0,1,0,680851,246880,548,1194
B144483,MULTI_RES,Landlord,Z0792,P_379,3,24,12640,0,1,0,680838,246876,535,1190
B144484,MULTI_RES,Firm,Z0813,P_379,7,34,13160,0,1,0,680812,246868,509,1182
B144485,MULTI_RES,Firm,Z0813,P_379,7,34,13160,0,1,0,680794,246862,491,1176
B144486,MULTI_RES,Landlord,Z0741,P_379,4,33,12820,0,1,0,680767,246853,464,1167
B144487,MULTI_RES,Landlord,Z0741,P_379,4,33,12820,0,1,0,680750,246847,447,1161
B144488,MULTI_RES,Landlord,Z0743,P_363,7,34,13160,0,1,0,680963,246874,660,1188
B144489,MULTI_RES,Landlord,Z0743,P_363,5,35,13500,0,1,0,680944,246868,641,1182
B144490,MULTI_RES,Landlord,Z0742,P_363,4,32,12480,0,1,0,680913,246860,610,1174
B144491,MULTI_RES,Landlord,Z0744,P_343,7,35,13500,0,1,0,680877,246849,574,1163
B144492,MULTI_RES,Landlord,Z0823,P_379,3,32,12480,0,1,0,680952,246912,649,1226
B144493,MULTI_RES,Landlord,Z0823,P_379,4,23,12180,0,1,0,680939,246905,636,1219
B144494,MULTI_RES,Landlord,Z0822,P_379,5,35,13500,0,1,0,680924,246929,621,1243
B144495,MULTI_RES,Landlord,Z0822,P_379,8,34,13160,0,1,0,680908,246938,605,1252
B144496,MULTI_RES,Firm,Z0822,P_379,6,35,13500,0,1,0,680891,246946,588,1260
B144497,MULTI_RES,Institution,Z0818,P_664,8,42,15880,0,1,1,680895,247026,592,1340
B144498,MULTI_RES,Institution,Z0818,P_664,11,42,15880,0,1,1,680896,247008,593,1322
B144499,MULTI_RES,Institution,Z0818,P_664,14,54,19960,0,1,1,680897,246987,594,1301
B144500,MULTI_RES,Landlord,Z0788,P_664,4,29,14940,0,1,0,680843,247027,540,1341
B144501,MULTI_RES,Landlord,Z0788,P_664,6,32,12480,0,1,0,680831,247039,528,1353
B144502,MULTI_RES,Firm,Z0788,P_664,3,27,14020,0,1,0,680818,247050,515,1364
B144503,MULTI_RES,Landlord,Z0910,P_974,8,45,16900,0,1,0,680978,247098,675,1412
B144504,MULTI_RES,Institution,Z0789,P_664,6,25,13100,0,1,0,680915,247092,612,1406
B144505,MULTI_RES,Landlord,Z0789,P_664,8,30,11800,0,1,0,680899,247090,596,1404
B144506,MULTI_RES,Firm,Z0789,P_664,9,26,13560,0,1,0,680883,247086,580,1400
B144507,MULTI_RES,Firm,Z0789,P_664,12,78,28120,0,1,0,680861,247073,558,1387
B144508,MULTI_RES,Firm,Z0789,P_664,8,37,14180,0,1,0,680837,247074,534,1388
B144509,MULTI_RES,Landlord,Z0789,P_664,5,19,10340,0,1,0,680927,247095,624,1409
B144510,MULTI_RES,Institution,Z0819,P_664,22,88,31520,0,1,1,680937,247051,634,1365
B144511,MULTI_RES,Landlord,Z0669,P_976,11,53,19620,0,1,0,681004,247035,701,1349
B144512,MULTI_RES,Firm,Z0669,P_976,6,41,15540,0,1,0,681023,247044,720,1358
B144513,MULTI_RES,Firm,Z1744,P_975,4,27,14020,0,1,0,680988,247059,685,1373
B144514,MULTI_RES,Firm,Z0910,P_974,3,27,14020,0,1,0,680977,247080,674,1394
B144515,MULTI_RES,Institution,Z0819,P_664,21,44,16560,0,1,1,680963,247006,660,1320
B144516,MULTI_RES,Institution,Z0819,P_664,42,87,31180,0,1,1,680952,247025,649,1339
B144517,MULTI_RES,Institution,Z0819,P_664,16,59,21660,0,1,1,680967,246949,664,1263
B144518,MULTI_RES,Institution,Z0819,P_664,13,45,16900,0,1,1,680965,246970,662,1284
B144519,MULTI_RES,Institution,Z0819,P_664,14,45,16900,0,1,1,680964,246988,661,1302
B144520,MULTI_RES,Institution,Z0915,P_658,4,23,12180,0,1,0,681020,247004,717,1318
B144521,MULTI_RES,Institution,Z0915,P_658,3,20,10800,0,1,0,681027,246992,724,1306
B144522,MULTI_RES,Institution,Z1761,P_658,3,20,10800,0,1,0,681038,246972,735,1286
B144523,MULTI_RES,Landlord,Z0913,P_976,7,28,14480,0,1,0,681046,247117,743,1431
B144524,MULTI_RES,Firm,Z0913,P_976,13,37,14180,0,1,0,681028,247113,725,1427
B144525,MULTI_RES,Firm,Z0909,P_1008,7,26,13560,0,1,0,681004,247109,701,1423
B144526,MULTI_RES,Landlord,Z0913,P_976,8,31,12140,0,1,0,681079,247091,776,1405
B144527,MULTI_RES,Landlord,Z0913,P_976,2,27,14020,0,1,0,681073,247105,770,1419
B144528,MULTI_RES,Firm,Z0913,P_976,8,28,14480,0,1,0,681062,247117,759,1431
B144529,MULTI_RES,Landlord,Z0913,P_976,4,21,11260,0,1,0,681067,247081,764,1395
B144530,MULTI_RES,Firm,Z0669,P_976,8,34,13160,0,1,0,681048,247065,745,1379
B144531,MULTI_RES,Firm,Z0669,P_976,3,18,9880,0,1,0,681036,247055,733,1369
B144532,MULTI_RES,Institution,Z0928,P_658,5,27,14020,0,1,0,681090,247001,787,1315
B144533,MULTI_RES,Institution,Z0925,P_658,4,27,14020,0,1,0,681109,247021,806,1335
B144534,MULTI_RES,Institution,Z0921,P_658,4,25,13100,0,1,0,681125,247041,822,1355
B144535,MULTI_RES,Institution,Z0921,P_658,8,33,12820,0,1,0,681112,247055,809,1369
B144536,MULTI_RES,Institution,Z0921,P_658,4,25,13100,0,1,0,681100,247070,797,1384
B144537,MULTI_RES,Institution,Z0927,P_658,4,26,13560,0,1,0,681080,247053,777,1367
B144538,MULTI_RES,Institution,Z0926,P_658,4,25,13100,0,1,0,681060,247035,757,1349
B144539,MULTI_RES,Institution,Z0915,P_658,3,20,10800,0,1,0,681038,247022,735,1336
B144540,MULTI_RES,Institution,Z0915,P_658,4,20,10800,0,1,0,681028,247013,725,1327
B144541,MULTI_RES,Landlord,Z0744,P_343,4,34,13160,0,1,0,680857,246844,554,1158
B144542,MULTI_RES,Landlord,Z0748,P_343,8,61,22340,0,1,0,680829,246831,526,1145
B144543,MULTI_RES,Firm,Z0747,P_343,5,34,13160,0,1,0,680843,246776,540,1090
B144544,MULTI_RES,Firm,Z0747,P_343,6,34,13160,0,1,0,680838,246791,535,1105
B144545,MULTI_RES,Firm,Z1873,P_343,5,33,12820,0,1,0,680834,246807,531,1121
B144546,MULTI_RES,Firm,Z0747,P_343,10,51,18940,0,1,0,680830,246759,527,1073
B144547,MULTI_RES,Firm,Z0774,P_343,4,30,11800,0,1,0,680801,246753,498,1067
B144548,MULTI_RES,Firm,Z0774,P_343,4,30,11800,0,1,0,680787,246749,484,1063
B144549,MULTI_RES,Firm,Z0769,P_343,4,26,13560,0,1,0,680719,246791,416,1105
B144550,MULTI_RES,Firm,Z0769,P_343,4,26,13560,0,1,0,680733,246798,430,1112
B144551,MULTI_RES,Firm,Z0772,P_343,4,33,12820,0,1,0,680759,246812,456,1126
B144552,MULTI_RES,Firm,Z0773,P_343,10,38,14520,0,1,0,680806,246790,503,1104
B144553,MULTI_RES,Firm,Z0773,P_343,4,33,12820,0,1,0,680789,246785,486,1099
B144554,MULTI_RES,Firm,Z0773,P_343,7,39,14860,0,1,0,680773,246780,470,1094
B144555,MULTI_RES,Landlord,Z0770,P_343,3,26,13560,0,1,0,680734,246761,431,1075
B144556,MULTI_RES,Landlord,Z0770,P_343,2,26,13560,0,1,0,680748,246768,445,1082
B144557,MULTI_RES,Institution,Z0771,P_343,3,26,13560,0,1,0,680751,246731,448,1045
B144558,MULTI_RES,Landlord,Z0771,P_343,3,26,13560,0,1,0,680764,246738,461,1052
B144567,MULTI_RES,Landlord,Z0749,P_343,4,34,13160,0,1,0,680851,246736,548,1050
B144568,MULTI_RES,Firm,Z0749,P_343,4,34,13160,0,1,0,680862,246753,559,1067
B144569,MULTI_RES,Firm,Z0787,P_363,5,37,14180,0,1,0,680911,246828,608,1142
B144570,MULTI_RES,Landlord,Z1987,P_343,7,42,15880,0,1,0,680881,246822,578,1136
B144571,MULTI_RES,Firm,Z0787,P_363,4,37,14180,0,1,0,680908,246809,605,1123
B144572,MULTI_RES,Landlord,Z1982,P_343,7,38,14520,0,1,0,680878,246802,575,1116
B144573,MULTI_RES,Landlord,Z0787,P_363,4,37,14180,0,1,0,680904,246789,601,1103
B144574,MULTI_RES,Landlord,Z1982,P_343,4,39,14860,0,1,0,680874,246783,571,1097
B144575,MULTI_RES,Landlord,Z0780,P_363,5,34,13160,0,1,0,680898,246758,595,1072
B144576,MULTI_RES,Landlord,Z0780,P_363,5,34,13160,0,1,0,680891,246740,588,1054
B144577,MULTI_RES,Firm,Z0775,P_363,4,32,12480,0,1,0,680893,246699,590,1013
B144578,MULTI_RES,Firm,Z0775,P_363,4,32,12480,0,1,0,680879,246713,576,1027
B144585,MULTI_RES,Landlord,Z0746,P_363,4,42,15880,0,1,0,680837,246599,534,913
B144588,MULTI_RES,Landlord,Z0785,P_363,5,33,12820,0,1,0,680959,246780,656,1094
B144589,MULTI_RES,Firm,Z0784,P_363,6,37,14180,0,1,0,680932,246760,629,1074
B144590,MULTI_RES,Landlord,Z0783,P_363,6,30,11800,0,1,0,680957,246748,654,1062
B144591,MULTI_RES,Landlord,Z0782,P_363,2,16,8960,0,1,0,680945,246713,642,1027
B144592,MULTI_RES,Landlord,Z1866,P_363,3,19,10340,0,1,0,680913,246678,610,992
B144593,MULTI_RES,Landlord,Z0779,P_363,8,54,19960,0,1,0,680891,246652,588,966
B144594,MULTI_RES,Landlord,Z0778,P_363,1,19,10340,0,1,0,680870,246630,567,944
B144595,MULTI_RES,Landlord,Z0777,P_363,5,19,10340,0,1,0,680854,246614,551,928
B144596,MULTI_RES,Firm,Z1761,P_658,4,24,12640,0,1,0,681062,246967,759,1281
B144597,MULTI_RES,Institution,Z1761,P_658,5,36,13840,0,1,0,681048,246959,745,1273
B144598,MULTI_RES,Landlord,Z0743,P_363,3,29,14940,0,1,0,680980,246876,677,1190
B144599,MULTI_RES,Landlord,Z0743,P_363,7,33,12820,0,1,0,680980,246859,677,1173
B144602,MULTI_RES,Firm,Z0786,P_363,6,39,14860,0,1,0,680941,246811,638,1125
B144603,MULTI_RES,Firm,Z0786,P_363,3,39,14860,0,1,0,680964,246807,661,1121
B144604,MULTI_RES,Landlord,Z0785,P_363,4,33,12820,0,1,0,680936,246784,633,1098
B144605,OFFICE,Landlord,Z1871,P_345,1,30,11800,0,1,0,680977,246686,674,1000
B144606,MULTI_RES,Firm,Z0901,P_281,3,25,13100,0,1,0,680945,246625,642,939
B144607,MULTI_RES,Firm,Z0897,P_281,3,23,12180,0,1,0,680932,246606,629,920
B144608,MULTI_RES,Firm,Z0897,P_281,2,23,12180,0,1,0,680922,246597,619,911
B144609,MULTI_RES,Firm,Z0895,P_281,3,28,14480,0,1,0,680904,246582,601,896
B144610,MULTI_RES,Firm,Z0904,P_281,2,22,11720,0,1,0,680890,246563,587,877
B144611,MULTI_RES,Firm,Z0904,P_281,8,38,14520,0,1,0,680880,246550,577,864
B144612,MULTI_RES,Firm,Z0900,P_281,4,20,10800,0,1,0,680924,246640,621,954
B144613,MULTI_RES,Landlord,Z0906,P_281,2,20,10800,0,1,0,680910,246626,607,940
B144614,MULTI_RES,Landlord,Z0891,P_281,4,21,11260,0,1,0,680896,246611,593,925
B144615,MULTI_RES,Landlord,Z0893,P_281,4,18,9880,0,1,0,680882,246597,579,911
B144616,MULTI_RES,Landlord,Z0905,P_281,3,19,10340,0,1,0,680868,246583,565,897
B144618,MULTI_RES,Firm,Z0898,P_281,39,214,65600,0,1,0,680925,246546,622,860
B144619,MULTI_RES,Firm,Z0902,P_345,10,67,24380,0,1,0,680973,246527,670,841
B144620,MULTI_RES,Firm,Z0902,P_345,9,66,24040,0,1,0,680992,246523,689,837
B144621,MULTI_RES,Firm,Z0902,P_345,11,66,24040,0,1,0,681013,246518,710,832
B144622,MULTI_RES,Firm,Z0902,P_345,15,87,31180,0,1,0,681034,246514,731,828
B144623,MULTI_RES,Landlord,Z0963,P_345,11,37,14180,0,1,0,681079,246570,776,884
B144624,MULTI_RES,Landlord,Z0963,P_345,12,46,17240,0,1,0,681077,246550,774,864
B144625,MULTI_RES,Firm,Z0892,P_345,8,41,15540,0,1,0,681030,246561,727,875
B144626,MULTI_RES,Firm,Z0892,P_345,6,25,13100,0,1,0,681014,246562,711,876
B144627,MULTI_RES,Firm,Z0892,P_345,7,26,13560,0,1,0,681001,246565,698,879
B144628,MULTI_RES,Firm,Z0892,P_345,13,32,12480,0,1,0,680986,246568,683,882
B144629,MULTI_RES,Landlord,Z0963,P_345,9,45,16900,0,1,0,681083,246590,780,904
B144630,MULTI_RES,Firm,Z0892,P_345,8,29,14940,0,1,0,680999,246628,696,942
B144631,MULTI_RES,Firm,Z0892,P_345,5,22,11720,0,1,0,681014,246625,711,939
B144632,MULTI_RES,Firm,Z0892,P_345,4,25,13100,0,1,0,681027,246623,724,937
B144633,MULTI_RES,Firm,Z0892,P_345,6,36,13840,0,1,0,681044,246619,741,933
B144634,MULTI_RES,Firm,Z0892,P_345,10,39,14860,0,1,0,681040,246599,737,913
B144635,MULTI_RES,Firm,Z0892,P_345,12,34,13160,0,1,0,681036,246579,733,893
B144636,MULTI_RES,Landlord,Z0963,P_345,5,27,14020,0,1,0,681131,246601,828,915
B144637,MULTI_RES,Landlord,Z0963,P_345,4,24,12640,0,1,0,681118,246604,815,918
B144638,MULTI_RES,Landlord,Z0963,P_345,5,26,13560,0,1,0,681104,246606,801,920
B144639,MULTI_RES,Landlord,Z0963,P_345,9,35,13500,0,1,0,681087,246610,784,924
B144640,MULTI_RES,Institution,Z0658,P_372,7,35,13500,0,1,0,681231,246758,928,1072
B144641,MULTI_RES,Institution,Z0659,P_372,4,29,14940,0,1,0,681212,246778,909,1092
B144642,MULTI_RES,Institution,Z0659,P_372,4,28,14480,0,1,0,681200,246791,897,1105
B144643,MULTI_RES,Institution,Z0660,P_372,4,28,14480,0,1,0,681181,246811,878,1125
B144644,MULTI_RES,Institution,Z0660,P_372,3,27,14020,0,1,0,681169,246824,866,1138
B144645,MULTI_RES,Institution,Z0661,P_372,4,28,14480,0,1,0,681150,246844,847,1158
B144646,SINGLE_RES,Homeowner,Z0655,P_372,1,8,5280,0,1,0,681167,246881,864,1195
B144647,SINGLE_RES,Homeowner,Z0655,P_372,1,8,5280,0,1,0,681163,246885,860,1199
B144648,SINGLE_RES,Homeowner,Z0655,P_372,1,8,5280,0,1,0,681159,246890,856,1204
B144649,SINGLE_RES,Homeowner,Z0655,P_372,1,8,5280,0,1,0,681155,246895,852,1209
B144650,SINGLE_RES,Homeowner,Z0655,P_372,1,8,5280,0,1,0,681151,246899,848,1213
B144651,SINGLE_RES,Homeowner,Z0655,P_372,1,8,5280,0,1,0,681147,246904,844,1218
B144652,SINGLE_RES,Homeowner,Z0655,P_372,2,8,5280,0,1,0,681143,246909,840,1223
B144653,SINGLE_RES,Homeowner,Z0654,P_372,1,9,5740,0,1,0,681131,246922,828,1236
B144654,SINGLE_RES,Homeowner,Z0654,P_372,1,9,5740,0,1,0,681127,246927,824,1241
B144655,SINGLE_RES,Homeowner,Z0654,P_372,1,9,5740,0,1,0,681123,246931,820,1245
B144656,SINGLE_RES,Homeowner,Z0654,P_372,1,9,5740,0,1,0,681119,246936,816,1250
B144657,SINGLE_RES,Homeowner,Z0654,P_372,1,9,5740,0,1,0,681115,246940,812,1254
B144658,SINGLE_RES,Homeowner,Z0654,P_372,1,12,7120,0,1,0,681109,246945,806,1259
B144659,MULTI_RES,Institution,Z0661,P_372,4,28,14480,0,1,0,681138,246857,835,1171
B144660,MULTI_RES,Institution,Z0662,P_372,2,25,13100,0,1,0,681120,246876,817,1190
B144661,MULTI_RES,Institution,Z0662,P_372,3,25,13100,0,1,0,681109,246888,806,1202
B144662,MULTI_RES,Landlord,Z0950,P_372,10,53,19620,0,1,0,681090,246910,787,1224
B144663,MULTI_RES,Institution,Z0653,P_372,4,25,13100,0,1,0,681095,246961,792,1275
B144664,MULTI_RES,Institution,Z1761,P_658,5,25,13100,0,1,0,681073,246978,770,1292
B144665,MULTI_RES,Landlord,Z0947,P_372,6,36,13840,0,1,0,681069,246932,766,1246
B144666,MULTI_RES,Institution,Z0653,P_372,2,25,13100,0,1,0,681084,246950,781,1264
B144667,SINGLE_RES,Homeowner,Z0994,P_371,1,11,6660,0,1,0,681277,246812,974,1126
B144668,SINGLE_RES,Homeowner,Z0994,P_371,1,11,6660,0,1,0,681271,246806,968,1120
B144669,SINGLE_RES,Homeowner,Z0954,P_372,3,10,6200,0,1,0,681248,246776,945,1090
B144670,SINGLE_RES,Homeowner,Z0988,P_371,1,17,9420,0,1,0,681293,246827,990,1141
B144671,SINGLE_RES,Homeowner,Z0981,P_371,1,14,8040,0,1,0,681282,246844,979,1158
B144672,MULTI_RES,Landlord,Z0978,P_371,1,18,9880,0,1,0,681270,246857,967,1171
B144673,SINGLE_RES,Homeowner,Z0943,P_371,1,11,6660,0,1,0,681262,246872,959,1186
B144674,SINGLE_RES,Homeowner,Z0943,P_371,2,11,6660,0,1,0,681257,246878,954,1192
B144675,MULTI_RES,Landlord,Z0939,P_371,2,17,9420,0,1,0,681247,246891,944,1205
B144676,SINGLE_RES,Homeowner,Z0939,P_371,1,17,9420,0,1,0,681241,246899,938,1213
B144677,MULTI_RES,Landlord,Z0940,P_371,1,20,10800,0,1,0,681228,246915,925,1229
B144678,MULTI_RES,Landlord,Z0940,P_371,4,20,10800,0,1,0,681221,246925,918,1239
B144679,MULTI_RES,Landlord,Z0941,P_371,2,17,9420,0,1,0,681209,246939,906,1253
B144680,MULTI_RES,Landlord,Z0931,P_371,4,17,9420,0,1,0,681199,246952,896,1266
B144681,MULTI_RES,Institution,Z0931,P_371,2,18,9880,0,1,0,681194,246959,891,1273
B144682,MULTI_RES,Landlord,Z0932,P_371,2,32,12480,0,1,0,681181,246971,878,1285
B144684,SINGLE_RES,Homeowner,Z0954,P_372,4,10,6200,0,1,0,681252,246783,949,1097
B144685,SINGLE_RES,Homeowner,Z0657,P_372,1,8,5280,0,1,0,681241,246798,938,1112
B144686,SINGLE_RES,Homeowner,Z0657,P_372,1,8,5280,0,1,0,681237,246802,934,1116
B144687,SINGLE_RES,Homeowner,Z1835,P_371,1,10,6200,0,1,0,681256,246833,953,1147
B144688,SINGLE_RES,Homeowner,Z0657,P_372,1,8,5280,0,1,0,681233,246807,930,1121
B144689,SINGLE_RES,Homeowner,Z0657,P_372,1,8,5280,0,1,0,681229,246812,926,1126
B144690,SINGLE_RES,Homeowner,Z1826,P_371,1,10,6200,0,1,0,681246,246844,943,1158
B144691,SINGLE_RES,Homeowner,Z0657,P_372,1,8,5280,0,1,0,681224,246816,921,1130
B144692,SINGLE_RES,Homeowner,Z1826,P_371,1,10,6200,0,1,0,681241,246850,938,1164
B144693,SINGLE_RES,Homeowner,Z0657,P_372,1,8,5280,0,1,0,681220,246821,917,1135
B144694,SINGLE_RES,Homeowner,Z1830,P_371,1,10,6200,0,1,0,681231,246861,928,1175
B144695,SINGLE_RES,Homeowner,Z0657,P_372,1,8,5280,0,1,0,681216,246826,913,1140
B144696,SINGLE_RES,Homeowner,Z1830,P_371,1,10,6200,0,1,0,681226,246867,923,1181
B144697,SINGLE_RES,Homeowner,Z0656,P_372,1,9,5740,0,1,0,681204,246839,901,1153
B144698,SINGLE_RES,Homeowner,Z0656,P_372,1,9,5740,0,1,0,681200,246844,897,1158
B144699,SINGLE_RES,Homeowner,Z0935,P_371,1,10,6200,0,1,0,681216,246878,913,1192
B144700,SINGLE_RES,Homeowner,Z0656,P_372,1,9,5740,0,1,0,681196,246849,893,1163
B144701,SINGLE_RES,Homeowner,Z0935,P_371,1,10,6200,0,1,0,681211,246884,908,1198
B144702,SINGLE_RES,Homeowner,Z0656,P_372,2,9,5740,0,1,0,681192,246853,889,1167
B144703,MULTI_RES,Firm,Z0656,P_372,3,9,5740,0,1,0,681188,246858,885,1172
B144704,SINGLE_RES,Homeowner,Z0937,P_371,1,10,6200,0,1,0,681199,246897,896,1211
B144705,SINGLE_RES,Homeowner,Z0656,P_372,1,9,5740,0,1,0,681184,246862,881,1176
B144706,SINGLE_RES,Homeowner,Z0937,P_371,1,10,6200,0,1,0,681194,246902,891,1216
B144707,SINGLE_RES,Homeowner,Z0656,P_372,1,9,5740,0,1,0,681179,246867,876,1181
B144708,SINGLE_RES,Homeowner,Z0945,P_371,1,10,6200,0,1,0,681184,246913,881,1227
B144709,SINGLE_RES,Homeowner,Z0945,P_371,1,10,6200,0,1,0,681179,246919,876,1233
B144710,SINGLE_RES,Homeowner,Z0946,P_371,2,11,6660,0,1,0,681169,246931,866,1245
B144711,SINGLE_RES,Homeowner,Z0946,P_371,1,10,6200,0,1,0,681164,246937,861,1251
B144712,SINGLE_RES,Homeowner,Z0946,P_371,1,11,6660,0,1,0,681158,246943,855,1257
B144713,SINGLE_RES,Homeowner,Z1835,P_371,1,10,6200,0,1,0,681261,246827,958,1141
B144714,MULTI_RES,Landlord,Z0929,P_656,7,68,24720,0,1,0,681093,247124,790,1438
B144715,MULTI_RES,Landlord,Z0929,P_656,4,32,12480,0,1,0,681142,247135,839,1449
B144716,MULTI_RES,Landlord,Z0929,P_656,2,32,12480,0,1,0,681114,247130,811,1444
B144717,MULTI_RES,Landlord,Z0929,P_656,2,32,12480,0,1,0,681133,247134,830,1448
B144718,MULTI_RES,Landlord,Z0929,P_656,2,32,12480,0,1,0,681124,247132,821,1446
