bldg_name,bldg_type,bldg_owner,zone_id,plot_id,num_smart_meters,pv_size_kw,pv_subsidy,pv_already_installed_size_kW,can_install_pv,minergie,x_coord,y_coord,x_coord_norm,y_coord_norm
B144821,MULTI_RES,Landlord,Z1062,P_933,2,16,8960,0,1,0,681387,247181,1084,1495
B144822,MULTI_RES,Firm,Z1062,P_933,5,16,8960,0,1,0,681396,247183,1093,1497
B144823,MULTI_RES,Landlord,Z1062,P_933,8,22,11720,0,1,0,681405,247182,1102,1496
B144824,MULTI_RES,Firm,Z1060,P_933,20,60,22000,0,1,0,681431,247186,1128,1500
B144825,MULTI_RES,Landlord,Z1060,P_933,6,33,12820,0,1,0,681455,247193,1152,1507
B144826,MULTI_RES,Landlord,Z1043,P_997,11,35,13500,0,1,0,681482,247160,1179,1474
B144827,MULTI_RES,Landlord,Z1057,P_997,5,17,9420,0,1,0,681501,247152,1198,1466
B144828,MULTI_RES,Landlord,Z1049,P_997,2,16,8960,0,1,0,681482,247129,1179,1443
B144829,MULTI_RES,Institution,Z1016,P_997,8,32,12480,0,1,0,681467,247141,1164,1455
B144830,MULTI_RES,Landlord,Z1016,P_997,2,17,9420,0,1,0,681459,247130,1156,1444
B144831,MULTI_RES,Landlord,Z1059,P_933,8,25,13100,0,1,0,681429,247134,1126,1448
B144832,MULTI_RES,Landlord,Z1016,P_997,4,26,13560,0,1,0,681453,247121,1150,1435
B144833,MULTI_RES,Firm,Z1059,P_933,8,38,14520,0,1,0,681418,247123,1115,1437
B144834,MULTI_RES,Landlord,Z1016,P_997,6,18,9880,0,1,0,681446,247111,1143,1425
B144835,MULTI_RES,Landlord,Z1015,P_997,7,37,14180,0,1,0,681458,247086,1155,1400
B144836,MULTI_RES,Landlord,Z1016,P_997,6,23,12180,0,1,0,681440,247102,1137,1416
B144837,MULTI_RES,Landlord,Z0030,P_983,5,37,14180,0,1,0,681519,247095,1216,1409
B144838,MULTI_RES,Landlord,Z1015,P_997,2,35,13500,0,1,0,681494,247115,1191,1429
B144839,MULTI_RES,Institution,Z0030,P_983,4,37,14180,0,1,0,681511,247086,1208,1400
B144840,MULTI_RES,Landlord,Z1015,P_997,3,21,11260,0,1,0,681484,247105,1181,1419
B144841,MULTI_RES,Landlord,Z0030,P_983,10,47,17580,0,1,0,681501,247073,1198,1387
B144842,MULTI_RES,Landlord,Z1015,P_997,9,31,12140,0,1,0,681472,247079,1169,1393
B144843,MULTI_RES,Firm,Z1055,P_997,3,19,10340,0,1,0,681526,247168,1223,1482
B144844,MULTI_RES,Landlord,Z1045,P_997,17,27,14020,0,1,0,681508,247173,1205,1487
B144845,MULTI_RES,Landlord,Z1045,P_997,3,21,11260,0,1,0,681495,247179,1192,1493
B144846,MULTI_RES,Firm,Z1055,P_997,3,17,9420,0,1,0,681532,247154,1229,1468
B144847,MULTI_RES,Landlord,Z0030,P_983,4,22,11720,0,1,0,681545,247127,1242,1441
B144848,MULTI_RES,Firm,Z1055,P_997,7,39,14860,0,1,0,681521,247143,1218,1457
B144849,MULTI_RES,Landlord,Z0030,P_983,4,24,12640,0,1,0,681539,247120,1236,1434
B144850,MULTI_RES,Firm,Z0030,P_983,1,23,12180,0,1,0,681533,247114,1230,1428
B144851,MULTI_RES,Firm,Z1031,P_997,1,11,6660,0,1,0,681507,247126,1204,1440
B144852,MULTI_RES,Landlord,Z0030,P_983,5,36,13840,0,1,0,681526,247105,1223,1419
B144853,MULTI_RES,Landlord,Z0030,P_983,4,38,14520,0,1,0,681508,247061,1205,1375
B144854,OFFICE,Firm,Z1138,P_698,1,28,14480,0,1,0,681579,247079,1276,1393
B144855,MULTI_RES,Landlord,Z0030,P_983,4,40,15200,0,1,0,681555,247096,1252,1410
B144856,MULTI_RES,Firm,Z1138,P_698,9,36,13840,0,1,0,681565,247068,1262,1382
B144857,MULTI_RES,Landlord,Z0030,P_983,5,26,13560,0,1,0,681547,247087,1244,1401
B144858,MULTI_RES,Firm,Z0030,P_983,5,30,11800,0,1,0,681542,247079,1239,1393
B144859,MULTI_RES,Landlord,Z0030,P_983,4,27,14020,0,1,0,681535,247072,1232,1386
B144860,MULTI_RES,Landlord,Z0030,P_983,6,43,16220,0,1,0,681526,247061,1223,1375
B144861,MULTI_RES,Landlord,Z0030,P_983,4,32,12480,0,1,0,681553,247129,1250,1443
B144862,MULTI_RES,Firm,Z0030,P_983,6,25,13100,0,1,0,681559,247117,1256,1431
B144863,MULTI_RES,Landlord,Z0030,P_983,8,39,14860,0,1,0,681564,247106,1261,1420
B144864,MULTI_RES,Landlord,Z1028,P_697,4,33,12820,0,1,0,681501,246987,1198,1301
B144865,MULTI_RES,Firm,Z1028,P_697,1,33,12820,0,1,0,681518,246991,1215,1305
B144866,MULTI_RES,Firm,Z1129,P_697,19,69,25060,0,1,0,681550,246996,1247,1310
B144867,MULTI_RES,Firm,Z1048,P_697,7,26,13560,0,1,0,681535,247021,1232,1335
B144868,MULTI_RES,Firm,Z1138,P_698,8,27,14020,0,1,0,681556,247040,1253,1354
B144869,MULTI_RES,Firm,Z1048,P_697,3,26,13560,0,1,0,681523,247031,1220,1345
B144870,MULTI_RES,Firm,Z1138,P_698,10,38,14520,0,1,0,681552,247053,1249,1367
B144871,MULTI_RES,Firm,Z1138,P_698,11,37,14180,0,1,0,681567,247030,1264,1344
B144872,MULTI_RES,Landlord,Z1138,P_698,3,22,11720,0,1,0,681579,247011,1276,1325
B144873,RETAIL,Landlord,Z1138,P_698,1,23,12180,0,1,0,681615,247016,1312,1330
B144874,MULTI_RES,Landlord,Z1138,P_698,4,26,13560,0,1,0,681602,247010,1299,1324
B144875,MULTI_RES,Landlord,Z1138,P_698,3,19,10340,0,1,0,681589,247004,1286,1318
B144876,MULTI_RES,Landlord,Z1138,P_698,8,31,12140,0,1,0,681596,247052,1293,1366
B144877,MULTI_RES,Landlord,Z1138,P_698,7,30,11800,0,1,0,681605,247037,1302,1351
B144878,MULTI_RES,Landlord,Z1138,P_698,4,16,8960,0,1,0,681612,247026,1309,1340
B144879,MULTI_RES,Firm,Z1138,P_698,11,30,11800,0,1,0,681588,247067,1285,1381
B144881,MULTI_RES,Institution,Z1122,P_973,11,37,14180,0,1,1,681619,247075,1316,1389
B144882,MULTI_RES,Institution,Z1122,P_973,7,45,16900,0,1,0,681628,247059,1325,1373
B144883,LIBRARY,Firm,Z1101,P_973,1,54,19960,0,1,0,681654,247060,1351,1374
B144884,MULTI_RES,Firm,Z1122,P_973,5,40,15200,0,1,0,681639,247037,1336,1351
B144885,MULTI_RES,Landlord,Z0027,P_973,13,70,25400,0,1,0,681671,247089,1368,1403
B144886,MULTI_RES,Landlord,Z0027,P_973,5,39,14860,0,1,0,681661,247106,1358,1420
B144887,MULTI_RES,Landlord,Z0027,P_973,5,41,15540,0,1,0,681648,247114,1345,1428
B144888,MULTI_RES,Firm,Z0027,P_973,25,72,26080,0,1,0,681598,247125,1295,1439
B144890,MULTI_RES,Firm,Z0646,P_691,9,58,21320,0,1,0,681691,247052,1388,1366
B144891,MULTI_RES,Firm,Z0646,P_691,7,57,20980,0,1,0,681684,247037,1381,1351
B144892,MULTI_RES,Firm,Z0646,P_691,7,56,20640,0,1,0,681677,247023,1374,1337
B144893,MULTI_RES,Firm,Z0646,P_691,11,65,23700,0,1,0,681670,247006,1367,1320
B144894,MULTI_RES,Firm,Z0646,P_691,6,55,20300,0,1,0,681680,246992,1377,1306
B144895,MULTI_RES,Firm,Z0646,P_691,5,55,20300,0,1,0,681698,247066,1395,1380
B144896,MULTI_RES,Landlord,Z0647,P_691,4,27,14020,0,0,0,681733,247023,1430,1337
B144897,MULTI_RES,Landlord,Z0646,P_691,9,73,26420,0,1,0,681750,247033,1447,1347
B144898,MULTI_RES,Landlord,Z0646,P_691,5,47,17580,0,1,0,681738,247044,1435,1358
B144899,MULTI_RES,Landlord,Z0646,P_691,3,26,13560,0,1,0,681717,247038,1414,1352
B144900,MULTI_RES,Landlord,Z0646,P_691,2,33,12820,0,1,0,681728,247054,1425,1368
B144901,MULTI_RES,Landlord,Z0646,P_691,7,56,20640,0,1,0,681718,247064,1415,1378
B144902,RETAIL,Landlord,Z0646,P_691,1,59,21660,0,1,0,681706,247077,1403,1391
B144903,MULTI_RES,Landlord,Z0646,P_691,17,108,33800,0,1,0,681778,247002,1475,1316
B144904,MULTI_RES,Firm,Z0646,P_691,4,38,14520,0,1,0,681761,246999,1458,1313
B144905,MULTI_RES,Firm,Z0646,P_691,13,125,38900,0,1,0,681763,247019,1460,1333
B144906,MULTI_RES,Firm,Z0646,P_691,6,54,19960,0,1,0,681745,246999,1442,1313
B144907,MULTI_RES,Firm,Z0646,P_691,8,46,17240,0,1,0,681728,246998,1425,1312
B144908,MULTI_RES,Firm,Z0646,P_691,5,48,17920,0,1,0,681712,246998,1409,1312
B144909,MULTI_RES,Firm,Z0646,P_691,6,46,17240,0,1,0,681696,246995,1393,1309
B144910,SCHOOL,Institution,Z1089,P_667,1,115,35900,0,1,1,681711,246960,1408,1274
B144911,MULTI_RES,Firm,Z1130,P_667,6,22,11720,0,1,0,681755,246962,1452,1276
B144912,MULTI_RES,Firm,Z1130,P_667,7,22,11720,0,1,0,681746,246973,1443,1287
B144913,MULTI_RES,Firm,Z1096,P_666,5,26,13560,0,1,0,681806,246975,1503,1289
B144914,MULTI_RES,Firm,Z1096,P_666,7,26,13560,0,1,0,681793,246973,1490,1287
B144915,MULTI_RES,Landlord,Z1096,P_666,4,24,12640,0,1,0,681779,246972,1476,1286
B144916,MULTI_RES,Landlord,Z1102,P_663,10,30,11800,0,1,0,681835,246934,1532,1248
B144917,MULTI_RES,Landlord,Z1096,P_666,2,24,12640,0,1,0,681821,246956,1518,1270
B144918,MULTI_RES,Landlord,Z1096,P_666,8,24,12640,0,1,0,681814,246965,1511,1279
B144919,MULTI_RES,Landlord,Z1098,P_366,10,31,12140,0,1,0,681908,246848,1605,1162
B144920,MULTI_RES,Firm,Z1098,P_366,5,16,8960,0,1,0,681900,246859,1597,1173
B144921,MULTI_RES,Landlord,Z1098,P_366,12,27,14020,0,1,0,681892,246869,1589,1183
B144922,MULTI_RES,Landlord,Z1098,P_366,10,24,12640,0,1,0,681882,246883,1579,1197
B144923,MULTI_RES,Landlord,Z1091,P_663,2,23,12180,0,1,0,681862,246905,1559,1219
B144924,MULTI_RES,Landlord,Z1102,P_663,6,37,14180,0,1,0,681848,246918,1545,1232
B144925,MULTI_RES,Landlord,Z1098,P_366,12,16,8960,0,1,0,681904,246836,1601,1150
B144926,MULTI_RES,Landlord,Z1098,P_366,9,33,12820,0,1,0,681896,246827,1593,1141
B144927,MULTI_RES,Landlord,Z1098,P_366,8,29,14940,0,1,0,681885,246840,1582,1154
B144928,MULTI_RES,Landlord,Z1098,P_366,6,30,11800,0,1,0,681875,246854,1572,1168
B144929,MULTI_RES,Landlord,Z1098,P_366,4,18,9880,0,1,0,681861,246869,1558,1183
B144930,MULTI_RES,Landlord,Z1102,P_663,10,34,13160,0,1,0,681833,246908,1530,1222
B144931,MULTI_RES,Landlord,Z1098,P_366,5,28,14480,0,1,0,681871,246877,1568,1191
B144932,MULTI_RES,Landlord,Z1123,P_663,1,19,10340,0,1,0,681846,246891,1543,1205
B144933,MULTI_RES,Landlord,Z1102,P_663,7,34,13160,0,1,0,681823,246922,1520,1236
B144934,MULTI_RES,Landlord,Z1096,P_666,2,19,10340,0,1,0,681812,246949,1509,1263
B144935,MULTI_RES,Landlord,Z1096,P_666,3,20,10800,0,1,0,681805,246942,1502,1256
B144936,MULTI_RES,Landlord,Z0864,P_349,7,27,14020,0,1,0,681841,246851,1538,1165
B144937,MULTI_RES,Firm,Z1094,P_377,1,32,12480,0,1,0,681812,246892,1509,1206
B144938,MULTI_RES,Firm,Z1777,P_377,7,22,11720,0,1,0,681802,246905,1499,1219
B144939,MULTI_RES,Institution,Z1108,P_667,3,21,11260,0,1,0,681784,246927,1481,1241
B144940,MULTI_RES,Landlord,Z1096,P_666,4,26,13560,0,1,0,681797,246950,1494,1264
B144941,MULTI_RES,Landlord,Z1096,P_666,6,30,11800,0,1,0,681788,246961,1485,1275
B144942,MULTI_RES,Firm,Z1094,P_377,8,37,14180,0,1,0,681823,246877,1520,1191
B144943,MULTI_RES,Firm,Z0864,P_349,1,24,12640,0,1,0,681883,246800,1580,1114
B144944,MULTI_RES,Firm,Z0864,P_349,4,19,10340,0,1,0,681875,246810,1572,1124
B144945,MULTI_RES,Landlord,Z0864,P_349,3,19,10340,0,1,0,681868,246819,1565,1133
B144946,MULTI_RES,Landlord,Z0864,P_349,6,18,9880,0,1,0,681862,246827,1559,1141
B144947,MULTI_RES,Landlord,Z0864,P_349,4,18,9880,0,1,0,681855,246835,1552,1149
B144948,MULTI_RES,Landlord,Z0864,P_349,3,18,9880,0,1,0,681849,246843,1546,1157
B144949,MULTI_RES,Landlord,Z0861,P_349,10,28,14480,0,1,0,681872,246781,1569,1095
B144950,MULTI_RES,Landlord,Z0861,P_349,10,33,12820,0,1,0,681864,246765,1561,1079
B144951,MULTI_RES,Landlord,Z0861,P_349,12,32,12480,0,1,0,681855,246749,1552,1063
B144952,MULTI_RES,Landlord,Z0861,P_349,6,20,10800,0,1,0,681844,246757,1541,1071
B144953,MULTI_RES,Institution,Z0863,P_349,4,24,12640,0,1,0,681830,246778,1527,1092
B144954,RETAIL,Institution,Z0863,P_349,1,52,19280,0,1,0,681846,246789,1543,1103
B144955,MULTI_RES,Landlord,Z1106,P_349,2,14,8040,0,1,0,681818,246791,1515,1105
B144956,MULTI_RES,Landlord,Z1106,P_349,1,14,8040,0,1,0,681813,246798,1510,1112
B144957,MULTI_RES,Landlord,Z1106,P_349,1,14,8040,0,1,0,681808,246805,1505,1119
B144958,MULTI_RES,Landlord,Z0864,P_349,4,23,12180,0,1,0,681800,246820,1497,1134
B144959,MULTI_RES,Landlord,Z0864,P_349,7,23,12180,0,1,0,681829,246845,1526,1159
B144960,MULTI_RES,Landlord,Z0864,P_349,5,23,12180,0,1,0,681818,246835,1515,1149
B144961,MULTI_RES,Institution,Z0862,P_349,4,27,14020,0,1,0,681838,246821,1535,1135
B144962,MULTI_RES,Landlord,Z0864,P_349,5,14,8040,0,1,0,681809,246827,1506,1141
B144963,MULTI_RES,Firm,Z0865,P_358,13,63,23020,0,1,0,681831,246716,1528,1030
B144964,MULTI_RES,Landlord,Z0865,P_358,11,66,24040,0,1,0,681820,246697,1517,1011
B144965,MULTI_RES,Firm,Z0865,P_358,7,46,17240,0,1,0,681826,246733,1523,1047
B144966,MULTI_RES,Firm,Z0865,P_358,7,43,16220,0,1,0,681816,246746,1513,1060
B144967,MULTI_RES,Firm,Z0865,P_358,6,51,18940,0,1,0,681809,246684,1506,998
B144968,MULTI_RES,Landlord,Z1093,P_357,5,29,14940,0,1,0,681799,246768,1496,1082
B144969,MULTI_RES,Firm,Z0865,P_358,6,43,16220,0,1,0,681804,246738,1501,1052
B144970,MULTI_RES,Landlord,Z1093,P_357,4,15,8500,0,1,0,681789,246759,1486,1073
B144971,MULTI_RES,Landlord,Z0865,P_358,4,27,14020,0,1,0,681794,246729,1491,1043
B144972,MULTI_RES,Landlord,Z0865,P_358,5,53,19620,0,1,0,681782,246720,1479,1034
B144973,MULTI_RES,Firm,Z0865,P_358,8,40,15200,0,1,0,681787,246706,1484,1020
B144974,MULTI_RES,Firm,Z0865,P_358,8,43,16220,0,1,0,681797,246695,1494,1009
B144975,MULTI_RES,Landlord,Z1093,P_357,5,27,14020,0,1,0,681751,246748,1448,1062
B144976,MULTI_RES,Firm,Z1093,P_357,4,15,8500,0,1,0,681742,246758,1439,1072
B144977,MULTI_RES,Firm,Z1093,P_357,5,25,13100,0,1,0,681779,246751,1476,1065
B144978,MULTI_RES,Landlord,Z1093,P_357,9,34,13160,0,1,0,681764,246739,1461,1053
B144979,MULTI_RES,Landlord,Z1093,P_357,8,30,11800,0,1,0,681738,246769,1435,1083
B144980,MULTI_RES,Landlord,Z1093,P_357,2,14,8040,0,1,0,681767,246793,1464,1107
B144981,MULTI_RES,Firm,Z1093,P_357,8,24,12640,0,1,0,681757,246785,1454,1099
B144982,MULTI_RES,Landlord,Z1142,P_369,4,38,14520,0,1,0,681728,246794,1425,1108
B144983,MULTI_RES,Institution,Z1093,P_357,5,24,12640,0,1,0,681792,246781,1489,1095
B144984,MULTI_RES,Landlord,Z1093,P_357,3,14,8040,0,1,0,681785,246791,1482,1105
B144985,MULTI_RES,Landlord,Z1093,P_357,6,26,13560,0,1,0,681777,246800,1474,1114
B144986,MULTI_RES,Landlord,Z1126,P_376,10,33,12820,0,1,0,681785,246843,1482,1157
B144987,MULTI_RES,Landlord,Z1126,P_376,4,16,8960,0,1,0,681797,246852,1494,1166
B144988,MULTI_RES,Landlord,Z1126,P_376,3,14,8040,0,1,0,681804,246857,1501,1171
B144989,MULTI_RES,Firm,Z1126,P_376,4,30,11800,0,1,0,681808,246868,1505,1182
B144990,MULTI_RES,Landlord,Z1142,P_369,6,38,14520,0,1,0,681749,246813,1446,1127
B144991,MULTI_RES,Landlord,Z1142,P_369,4,42,15880,0,1,0,681739,246804,1436,1118
B144992,MULTI_RES,Landlord,Z1143,P_369,6,45,16900,0,0,0,681732,246825,1429,1139
B144993,MULTI_RES,Landlord,Z1142,P_369,9,56,20640,0,1,0,681760,246823,1457,1137
B144994,MULTI_RES,Firm,Z1142,P_369,6,35,13500,0,1,0,681754,246835,1451,1149
B144995,MULTI_RES,Firm,Z1142,P_369,9,36,13840,0,1,0,681747,246846,1444,1160
B144996,MULTI_RES,Landlord,Z1142,P_369,5,52,19280,0,1,0,681737,246854,1434,1168
B144997,MULTI_RES,Landlord,Z1116,P_381,4,25,13100,0,1,0,681725,246878,1422,1192
B144998,MULTI_RES,Landlord,Z1116,P_381,4,22,11720,0,1,0,681718,246872,1415,1186
B144999,MULTI_RES,Firm,Z1116,P_381,3,22,11720,0,1,0,681711,246866,1408,1180
B145000,MULTI_RES,Landlord,Z1116,P_381,2,22,11720,0,1,0,681704,246861,1401,1175
B145001,MULTI_RES,Landlord,Z1126,P_376,5,18,9880,0,1,0,681775,246852,1472,1166
B145002,MULTI_RES,Landlord,Z1126,P_376,9,19,10340,0,1,0,681769,246861,1466,1175
B145003,MULTI_RES,Institution,Z1089,P_667,7,26,13560,0,1,0,681744,246896,1441,1210
B145004,MULTI_RES,Landlord,Z1126,P_376,8,36,13840,0,1,0,681763,246874,1460,1188
B145005,MULTI_RES,Landlord,Z1089,P_667,7,23,12180,0,1,0,681756,246903,1453,1217
B145006,MULTI_RES,Firm,Z1126,P_376,4,15,8500,0,1,0,681774,246884,1471,1198
B145007,MULTI_RES,Landlord,Z1089,P_667,5,34,13160,0,1,0,681768,246913,1465,1227
B145008,MULTI_RES,Landlord,Z1126,P_376,12,37,14180,0,1,0,681785,246891,1482,1205
B145009,MULTI_RES,Landlord,Z1116,P_381,6,32,12480,0,1,0,681672,246886,1369,1200
B145010,MULTI_RES,Landlord,Z1116,P_381,6,34,13160,0,1,0,681676,246874,1373,1188
B145011,MULTI_RES,Landlord,Z1116,P_381,3,22,11720,0,1,0,681718,246887,1415,1201
B145012,MULTI_RES,Landlord,Z1116,P_381,2,23,12180,0,1,0,681713,246894,1410,1208
B145013,MULTI_RES,Landlord,Z1089,P_667,6,21,11260,0,1,0,681736,246907,1433,1221
B145014,MULTI_RES,Landlord,Z1089,P_667,4,15,8500,0,1,0,681730,246916,1427,1230
B145015,MULTI_RES,Landlord,Z1089,P_667,3,15,8500,0,1,0,681725,246923,1422,1237
B145016,MULTI_RES,Landlord,Z1089,P_667,4,23,12180,0,1,0,681719,246932,1416,1246
B145017,MULTI_RES,Firm,Z1116,P_381,7,34,13160,0,1,0,681679,246861,1376,1175
B145018,MULTI_RES,Firm,Z1116,P_381,9,44,16560,0,1,0,681683,246847,1380,1161
B145019,MULTI_RES,Landlord,Z1116,P_381,4,33,12820,0,1,0,681695,246854,1392,1168
B145020,MULTI_RES,Firm,Z1142,P_369,5,42,15880,0,1,0,681725,246845,1422,1159
B145021,MULTI_RES,Landlord,Z1142,P_369,14,39,14860,0,1,0,681714,246836,1411,1150
B145022,MULTI_RES,Firm,Z1142,P_369,4,37,14180,0,1,0,681703,246828,1400,1142
B145023,MULTI_RES,Firm,Z1142,P_369,7,42,15880,0,1,0,681700,246816,1397,1130
B145024,MULTI_RES,Firm,Z1142,P_369,4,41,15540,0,1,0,681706,246803,1403,1117
B145025,MULTI_RES,Institution,Z1142,P_369,4,47,17580,0,1,0,681715,246790,1412,1104
B145026,MULTI_RES,Institution,Z0626,P_361,2,22,11720,0,1,0,681503,246771,1200,1085
B145027,MULTI_RES,Institution,Z0626,P_361,2,26,13560,0,1,0,681489,246764,1186,1078
B145028,MULTI_RES,Institution,Z0626,P_361,2,22,11720,0,1,0,681476,246757,1173,1071
B145029,MULTI_RES,Institution,Z0622,P_360,4,20,10800,0,1,0,681409,246730,1106,1044
B145030,MULTI_RES,Institution,Z0622,P_360,4,21,11260,0,1,0,681395,246724,1092,1038
B145031,MULTI_RES,Institution,Z0621,P_360,3,21,11260,0,1,0,681370,246718,1067,1032
B145032,MULTI_RES,Institution,Z0625,P_361,4,21,11260,0,1,0,681455,246751,1152,1065
B145033,MULTI_RES,Institution,Z0623,P_360,4,21,11260,0,1,0,681432,246742,1129,1056
B145034,MULTI_RES,Institution,Z0625,P_361,3,20,10800,0,1,0,681450,246765,1147,1079
B145035,MULTI_RES,Institution,Z0623,P_360,2,20,10800,0,1,0,681426,246755,1123,1069
B145036,MULTI_RES,Institution,Z0625,P_361,4,21,11260,0,1,0,681445,246778,1142,1092
B145037,MULTI_RES,Institution,Z0623,P_360,5,20,10800,0,1,0,681421,246768,1118,1082
B145038,MULTI_RES,Institution,Z0625,P_361,4,21,11260,0,1,0,681439,246791,1136,1105
B145039,MULTI_RES,Institution,Z0623,P_360,4,20,10800,0,1,0,681416,246782,1113,1096
B145040,MULTI_RES,Institution,Z0625,P_361,6,21,11260,0,1,0,681434,246804,1131,1118
B145041,MULTI_RES,Institution,Z0623,P_360,2,21,11260,0,1,0,681411,246795,1108,1109
B145042,MULTI_RES,Institution,Z0628,P_361,4,20,10800,0,1,0,681449,246817,1146,1131
B145043,MULTI_RES,Institution,Z0628,P_361,5,20,10800,0,1,0,681462,246824,1159,1138
B145044,MULTI_RES,Institution,Z0628,P_361,4,20,10800,0,1,0,681475,246830,1172,1144
B145045,MULTI_RES,Institution,Z0627,P_361,3,21,11260,0,1,0,681494,246835,1191,1149
B145046,MULTI_RES,Institution,Z0627,P_361,4,20,10800,0,1,0,681500,246822,1197,1136
B145047,MULTI_RES,Institution,Z0627,P_361,2,20,10800,0,1,0,681507,246810,1204,1124
B145048,MULTI_RES,Institution,Z0627,P_361,4,20,10800,0,1,0,681513,246797,1210,1111
B145049,MULTI_RES,Institution,Z0627,P_361,4,21,11260,0,1,0,681520,246785,1217,1099
B145050,MULTI_RES,Landlord,Z0629,P_351,4,23,12180,0,1,0,681545,246762,1242,1076
B145051,SINGLE_RES,Firm,Z1018,P_327,1,25,13100,0,1,0,681511,246930,1208,1244
B145052,MULTI_RES,Landlord,Z1050,P_327,1,31,12140,0,1,0,681529,246912,1226,1226
B145053,MULTI_RES,Firm,Z1013,P_362,6,35,13500,0,1,0,681483,246890,1180,1204
B145054,MULTI_RES,Landlord,Z0651,P_362,4,29,14940,0,1,0,681493,246872,1190,1186
B145055,MULTI_RES,Landlord,Z1021,P_362,2,31,12140,0,1,0,681523,246853,1220,1167
B145056,MULTI_RES,Landlord,Z1021,P_362,6,31,12140,0,1,0,681529,246840,1226,1154
B145057,MULTI_RES,Landlord,Z1052,P_362,3,35,13500,0,1,0,681539,246820,1236,1134
B145058,MULTI_RES,Landlord,Z1120,P_362,2,33,12820,0,1,0,681550,246799,1247,1113
B145059,MULTI_RES,Landlord,Z0631,P_351,5,28,14480,0,1,0,681574,246753,1271,1067
B145060,MULTI_RES,Firm,Z0632,P_351,2,30,11800,0,1,0,681583,246735,1280,1049
B145061,MULTI_RES,Landlord,Z0630,P_351,3,24,12640,0,1,0,681554,246743,1251,1057
B145062,MULTI_RES,Landlord,Z0633,P_351,3,24,12640,0,1,0,681564,246725,1261,1039
B145063,MULTI_RES,Landlord,Z1086,P_351,2,30,11800,0,1,0,681563,246771,1260,1085
B145064,SINGLE_RES,Homeowner,Z1042,P_351,1,9,5740,0,1,0,681488,246496,1185,810
B145065,SINGLE_RES,Homeowner,Z1030,P_351,1,9,5740,0,1,0,681482,246508,1179,822
B145066,SINGLE_RES,Homeowner,Z1030,P_351,1,9,5740,0,1,0,681480,246513,1177,827
B145067,SINGLE_RES,Homeowner,Z1046,P_351,1,8,5280,0,1,0,681478,246527,1175,841
B145068,SINGLE_RES,Homeowner,Z1046,P_351,1,8,5280,0,1,0,681476,246532,1173,846
B145069,SINGLE_RES,Homeowner,Z1053,P_351,1,9,5740,0,1,0,681470,246543,1167,857
B145070,SINGLE_RES,Homeowner,Z1053,P_351,1,8,5280,0,1,0,681467,246549,1164,863
B145071,MULTI_RES,Landlord,Z1037,P_351,5,29,14940,0,1,0,681456,246561,1153,875
B145072,SCHOOL,Institution,Z0538,P_351,1,240,73400,0,1,0,681480,246660,1177,974
B145073,MULTI_RES,Landlord,Z0544,P_351,11,61,22340,0,1,0,681586,246699,1283,1013
B145074,MULTI_RES,Landlord,Z1395,P_351,5,28,14480,0,1,0,681560,246614,1257,928
B145075,RETAIL,Firm,Z0543,P_351,1,42,15880,0,1,0,681562,246586,1259,900
B145076,SINGLE_RES,Homeowner,Z0542,P_351,1,9,5740,0,1,0,681540,246563,1237,877
B145077,MULTI_RES,Landlord,Z1397,P_351,3,19,10340,0,1,0,681564,246555,1261,869
B145078,MULTI_RES,Landlord,Z0053,P_327,5,34,13160,0,1,0,681586,246496,1283,810
B145079,MULTI_RES,Landlord,Z0053,P_327,5,34,13160,0,1,0,681577,246512,1274,826
B145080,MULTI_RES,Landlord,Z0054,P_327,4,30,11800,0,1,0,681545,246496,1242,810
B145081,SINGLE_RES,Homeowner,Z1812,P_351,1,10,6200,0,1,0,681517,246521,1214,835
B145082,SINGLE_RES,Homeowner,Z0541,P_351,1,10,6200,0,1,0,681540,246538,1237,852
B145083,MULTI_RES,Landlord,Z1812,P_351,1,9,5740,0,1,0,681512,246519,1209,833
B145084,SINGLE_RES,Homeowner,Z0541,P_351,1,8,5280,0,1,0,681545,246540,1242,854
B145085,SINGLE_RES,Homeowner,Z1812,P_351,1,11,6660,0,1,0,681506,246516,1203,830
B145086,SINGLE_RES,Homeowner,Z0541,P_351,1,9,5740,0,1,0,681551,246542,1248,856
B145087,SINGLE_RES,Homeowner,Z0540,P_351,1,9,5740,0,1,0,681511,246536,1208,850
B145088,SINGLE_RES,Homeowner,Z0542,P_351,1,10,6200,0,1,0,681542,246557,1239,871
B145089,SINGLE_RES,Homeowner,Z0540,P_351,1,9,5740,0,1,0,681509,246541,1206,855
B145090,SINGLE_RES,Homeowner,Z1547,P_351,1,10,6200,0,1,0,681504,246553,1201,867
B145091,SINGLE_RES,Homeowner,Z0542,P_351,1,10,6200,0,1,0,681537,246568,1234,882
B145092,SINGLE_RES,Homeowner,Z1396,P_351,1,12,7120,0,1,0,681537,246583,1234,897
B145093,SINGLE_RES,Homeowner,Z1547,P_351,2,9,5740,0,1,0,681502,246558,1199,872
B145094,MULTI_RES,Landlord,Z1394,P_351,1,26,13560,0,1,0,681524,246597,1221,911
B145095,SINGLE_RES,Homeowner,Z1547,P_351,2,10,6200,0,1,0,681500,246564,1197,878
B145096,SINGLE_RES,Homeowner,Z0539,P_351,1,11,6660,0,1,0,681496,246577,1193,891
